traffic,rain,pop,dist,is_neg,deficit
1.98,50,25000,4.56,0,15
1.7,9,5000,9.59,1,14
3.87,5,5000,26.71,1,24
2.06,61,15000,9.76,0,13
2.21,4,25000,21.7,1,22
1.73,69,5000,18.75,0,13
3.68,62,25000,13.39,0,19
2.49,55,15000,7.93,1,19
3.17,58,15000,11.7,1,22
3.34,62,5000,18.17,0,12
1.7,88,15000,11.17,1,18
2.02,58,15000,7.23,0,10
3.47,50,15000,4.38,1,19
1.77,49,25000,26.51,0,17
3.28,3,25000,13.77,0,18
3.79,47,5000,19.13,1,23
2.68,31,5000,15.22,1,16
3.1,50,15000,26.3,0,23
3.32,51,15000,16.86,0,13
3.46,98,5000,14.94,0,16
1.88,73,15000,27.81,0,17
0.68,33,5000,21.87,1,9
1.91,35,25000,4.23,1,17
2.86,69,15000,6.15,1,21
2.08,42,15000,23.83,0,17
3.12,15,15000,25.24,1,26
1.75,58,25000,16.81,0,19
2.72,52,25000,17.08,0,17
1.15,18,15000,19.33,1,17
3.12,97,5000,13.73,1,21
2.41,88,25000,20.73,0,21
1.21,94,15000,4.15,0,14
1.52,40,15000,28.88,1,19
3.12,80,25000,22.75,0,25
2.19,46,5000,19.3,1,17
1.26,93,15000,10.17,1,20
3.89,53,5000,5.67,0,7
3.0,54,5000,12.87,0,13
3.85,94,25000,20.19,0,27
1.99,18,15000,19.38,0,9
2.16,61,15000,12.1,0,17
3.64,98,5000,18.79,1,21
2.34,92,25000,24.6,1,33
2.98,58,25000,1.76,1,19
1.38,64,25000,14.07,1,21
2.06,67,5000,23.0,0,13
0.93,27,5000,16.84,1,10
1.22,17,15000,19.89,0,7
0.5,25,25000,15.98,0,12
0.64,18,5000,29.76,0,7
3.92,54,25000,2.58,0,17
1.35,56,5000,15.24,0,6
2.82,5,15000,3.65,1,15
3.44,0,25000,5.63,0,13
2.43,7,5000,12.11,0,7
1.04,96,25000,5.51,1,24
3.05,50,5000,28.95,1,23
2.6,84,5000,28.46,1,24
3.06,87,5000,10.75,0,13
3.19,24,25000,19.55,0,23
3.91,46,5000,16.48,0,12
2.51,54,15000,24.65,0,17
1.7,63,25000,19.2,1,24
2.77,82,15000,1.01,1,18
0.74,92,15000,23.13,1,19
3.64,9,25000,22.66,1,29
0.92,55,5000,15.78,1,15
1.65,11,15000,27.18,1,19
3.36,32,25000,27.34,0,28
2.59,70,5000,16.19,0,9
1.23,93,15000,13.08,1,18
